"VD編號","道路","位置","方向","星期","時段","預測當量","塞車機率"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","E","3","a",133,"0"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","E","3","p",111,"0"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","E","4","a",132,"0"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","E","4","p",125,"0"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","0","a",1005,"0.02"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","0","p",1768,"0.7"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","1","a",1074,"0.08"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","1","p",1725,"0.63"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","2","a",1098,"0.01"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","2","p",1803,"0.67"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","3","a",1153,"0.24"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","3","p",1816,"0.66"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","4","a",1114,"0.13"
"VQKWL60","民權東路六段","民權東路六段(防災科學教育館對面)","W","4","p",1843,"0.64"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","0","a",1159,"0.05"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","0","p",2203,"0.88"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","1","a",1205,"0.07"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","1","p",2278,"0.92"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","2","a",1233,"0.06"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","2","p",2247,"0.9"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","3","a",1222,"0.08"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","3","p",2155,"0.84"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","4","a",1161,"0.03"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","E","4","p",2101,"0.81"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","0","a",2505,"0.82"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","0","p",1023,"0"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","1","a",2434,"0.8"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","1","p",1019,"0.01"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","2","a",2630,"0.84"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","2","p",1060,"0.01"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","3","a",2497,"0.82"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","3","p",1083,"0.07"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","4","a",2387,"0.81"
"VQKWL61","民權東路六段","民權東路六段203巷口往西30M","W","4","p",1177,"0.06"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","0","a",4184,"0.67"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","0","p",3209,"0.11"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","1","a",4236,"0.69"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","1","p",3183,"0.14"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","2","a",4237,"0.81"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","2","p",3329,"0.09"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","3","a",4205,"0.71"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","3","p",3304,"0.1"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","4","a",4195,"0.66"
"VNZQA20","民權東路四段","民權東路四段36號(軍營左側)","E","4","p",3240,"0.13"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","0","a",2096,"0.06"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","0","p",2163,"0.01"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","1","a",2007,"0.03"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","1","p",2109,"0.07"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","2","a",2175,"0.01"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","2","p",2228,"0.06"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","3","a",2138,"0.09"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","3","p",2116,"0.06"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","4","a",2154,"0.04"
"VNZM960","民權東路四段","民權東路四段光復北路口往西約35M處","W","4","p",2287,"0.08"
"VMYN820","民生東路四段","民生東路三段138號前","E","0","a",937,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","0","p",1346,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","1","a",966,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","1","p",1417,"0.01"
"VMYN820","民生東路四段","民生東路三段138號前","E","2","a",975,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","2","p",1475,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","3","a",950,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","3","p",1416,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","4","a",912,"0"
"VMYN820","民生東路四段","民生東路三段138號前","E","4","p",1512,"0.04"
"VMYN820","民生東路四段","民生東路三段138號前","W","0","a",1913,"0.33"
"VMYN820","民生東路四段","民生東路三段138號前","W","0","p",2341,"0.8"
"VMYN820","民生東路四段","民生東路三段138號前","W","1","a",1933,"0.33"
"VMYN820","民生東路四段","民生東路三段138號前","W","1","p",2387,"0.75"
"VMYN820","民生東路四段","民生東路三段138號前","W","2","a",2026,"0.38"
"VMYN820","民生東路四段","民生東路三段138號前","W","2","p",2442,"0.96"
"VMYN820","民生東路四段","民生東路三段138號前","W","3","a",1947,"0.35"
"VMYN820","民生東路四段","民生東路三段138號前","W","3","p",2418,"0.84"
"VMYN820","民生東路四段","民生東路三段138號前","W","4","a",1893,"0.32"
"VMYN820","民生東路四段","民生東路三段138號前","W","4","p",2383,"0.8"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","0","a",554,"0.22"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","0","p",814,"0.85"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","1","a",559,"0.22"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","1","p",778,"0.7"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","2","a",568,"0.11"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","2","p",826,"0.85"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","3","a",569,"0.24"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","3","p",840,"0.83"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","4","a",560,"0.26"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","E","4","p",827,"0.78"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","0","a",130,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","0","p",246,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","1","a",132,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","1","p",255,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","2","a",118,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","2","p",253,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","3","a",129,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","3","p",256,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","4","a",114,"0"
"VN8PG20","民生東路四段","民生東路四段118號對面人行道","W","4","p",271,"0"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","0","a",985,"0.02"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","0","p",1565,"0.73"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","1","a",1014,"0.05"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","1","p",1549,"0.65"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","2","a",1014,"0.03"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","2","p",1614,"0.79"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","3","a",1013,"0.04"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","3","p",1553,"0.71"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","4","a",1002,"0.07"
"VSXTK20","內湖路1段","港墘捷運站2號出口前號誌桿","E","4","p",1544,"0.67"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","0","a",1994,"0.68"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","0","p",2191,"0.9"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","1","a",1981,"0.66"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","1","p",2107,"0.78"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","2","a",1951,"0.61"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","2","p",2296,"0.96"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","3","a",1996,"0.68"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","3","p",2221,"0.99"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","4","a",1874,"0.56"
"VSKTL00","港墘路","港墘路149號對面人行道上","N","4","p",2358,"0.99"
"VS9TE00","港墘路","港墘路219號前","N","0","a",616,"0.12"
"VS9TE00","港墘路","港墘路219號前","N","0","p",778,"0.13"
"VS9TE00","港墘路","港墘路219號前","N","1","a",581,"0.08"
"VS9TE00","港墘路","港墘路219號前","N","1","p",836,"0.34"
"VS9TE00","港墘路","港墘路219號前","N","2","a",634,"0.11"
"VS9TE00","港墘路","港墘路219號前","N","2","p",907,"0.43"
"VS9TE00","港墘路","港墘路219號前","N","3","a",608,"0.08"
"VS9TE00","港墘路","港墘路219號前","N","3","p",841,"0.31"
"VS9TE00","港墘路","港墘路219號前","N","4","a",546,"0.03"
"VS9TE00","港墘路","港墘路219號前","N","4","p",950,"0.51"
"VS9TE00","港墘路","港墘路219號前","S","0","a",2764,"1"
"VS9TE00","港墘路","港墘路219號前","S","0","p",3079,"1"
"VS9TE00","港墘路","港墘路219號前","S","1","a",2680,"1"
"VS9TE00","港墘路","港墘路219號前","S","1","p",3045,"1"
"VS9TE00","港墘路","港墘路219號前","S","2","a",2757,"1"
"VS9TE00","港墘路","港墘路219號前","S","2","p",3182,"1"
"VS9TE00","港墘路","港墘路219號前","S","3","a",2748,"1"
"VS9TE00","港墘路","港墘路219號前","S","3","p",3124,"1"
"VS9TE00","港墘路","港墘路219號前","S","4","a",2595,"1"
"VS9TE00","港墘路","港墘路219號前","S","4","p",3199,"1"
"VS6TI00","瑞光路","瑞光路295號前","N","0","a",740,"0.8"
"VS6TI00","瑞光路","瑞光路295號前","N","0","p",849,"1"
"VS6TI00","瑞光路","瑞光路295號前","N","1","a",722,"0.83"
"VS6TI00","瑞光路","瑞光路295號前","N","1","p",838,"0.97"
"VS6TI00","瑞光路","瑞光路295號前","N","2","a",733,"0.89"
"VS6TI00","瑞光路","瑞光路295號前","N","2","p",896,"1"
"VS6TI00","瑞光路","瑞光路295號前","N","3","a",730,"0.81"
"VS6TI00","瑞光路","瑞光路295號前","N","3","p",840,"1"
"VS6TI00","瑞光路","瑞光路295號前","N","4","a",817,"0.67"
"VS6TI00","瑞光路","瑞光路295號前","N","4","p",904,"0.94"
"VS6TI00","瑞光路","瑞光路295號前","S","0","a",614,"0.58"
"VS6TI00","瑞光路","瑞光路295號前","S","0","p",1220,"1"
"VS6TI00","瑞光路","瑞光路295號前","S","1","a",601,"0.55"
"VS6TI00","瑞光路","瑞光路295號前","S","1","p",1225,"1"
"VS6TI00","瑞光路","瑞光路295號前","S","2","a",646,"0.7"
"VS6TI00","瑞光路","瑞光路295號前","S","2","p",1225,"1"
"VS6TI00","瑞光路","瑞光路295號前","S","3","a",635,"0.66"
"VS6TI00","瑞光路","瑞光路295號前","S","3","p",1271,"1"
"VS6TI00","瑞光路","瑞光路295號前","S","4","a",663,"0.6"
"VS6TI00","瑞光路","瑞光路295號前","S","4","p",1198,"1"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","0","a",596,"0.22"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","0","p",879,"0.89"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","1","a",579,"0.12"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","1","p",878,"0.84"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","2","a",606,"0.2"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","2","p",930,"0.99"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","3","a",607,"0.32"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","3","p",891,"0.92"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","4","a",590,"0.24"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","N","4","p",932,"0.88"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","0","a",478,"0.03"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","0","p",1209,"0.98"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","1","a",480,"0.02"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","1","p",1180,"0.97"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","2","a",486,"0.03"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","2","p",1234,"1"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","3","a",475,"0"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","3","p",1197,"0.99"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","4","a",456,"0.01"
"VSNRE00","瑞光路","瑞光路390號車道出口對面人行道上","S","4","p",1162,"0.98"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","0","a",1436,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","0","p",2444,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","1","a",1399,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","1","p",2335,"0.12"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","2","a",1430,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","2","p",2405,"0.01"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","3","a",1439,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","3","p",2374,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","4","a",1380,"0"
"VPBTD70","舊宗路1段","舊宗路一段與舊宗路一段150巷口","N","4","p",2516,"0.01"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","0","a",1396,"0.15"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","0","p",2700,"0.93"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","1","a",1365,"0.13"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","1","p",2614,"0.9"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","2","a",1438,"0.13"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","2","p",2878,"1"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","3","a",1492,"0.25"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","3","p",2718,"0.97"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","4","a",1443,"0.24"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","N","4","p",2536,"0.87"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","0","a",849,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","0","p",899,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","1","a",880,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","1","p",941,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","2","a",875,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","2","p",897,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","3","a",879,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","3","p",861,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","4","a",853,"0"
"VQRTE00","舊宗路2段","舊宗路二段121巷口左側人行道上","S","4","p",1128,"0.1"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","0","a",1635,"0.52"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","0","p",1443,"0.36"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","1","a",1661,"0.54"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","1","p",1453,"0.4"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","2","a",1694,"0.57"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","2","p",1487,"0.41"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","3","a",1638,"0.53"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","3","p",1428,"0.34"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","4","a",1573,"0.47"
"VRPSV70","舊宗路2段","舊宗路二段213巷口對面槽化島上","N","4","p",1496,"0.42"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","0","a",3814,"0.9"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","0","p",3070,"0.74"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","1","a",3766,"0.9"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","1","p",2942,"0.6"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","2","a",3744,"0.94"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","2","p",3185,"0.87"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","3","a",3761,"0.91"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","3","p",3110,"0.88"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","4","a",3688,"0.85"
"V6360G1","麥帥二橋","舊宗麥二(基隆路)","W","4","p",3045,"0.77"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","0","a",4612,"0.98"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","0","p",3821,"1"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","1","a",4630,"0.98"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","1","p",3724,"0.91"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","2","a",4631,"1"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","2","p",3899,"1"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","3","a",4660,"0.99"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","3","p",3833,"1"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","4","a",4577,"0.97"
"V6360G0","麥帥二橋","舊宗麥二(橋中段)","W","4","p",3591,"0.98"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","0","a",1367,"0.25"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","0","p",1805,"0.89"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","1","a",1370,"0.28"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","1","p",1778,"0.77"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","2","a",1373,"0.19"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","2","p",1829,"0.95"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","3","a",1335,"0.24"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","3","p",1793,"0.85"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","4","a",1352,"0.25"
"VTHRR20","內湖路1段","西湖捷運站2號出口前路燈桿","E","4","p",1802,"0.82"
"VSQYA00","金湖路","金湖路268號前","W","0","a",2031,"0.88"
"VSQYA00","金湖路","金湖路268號前","W","0","p",1863,"0.85"
"VSQYA00","金湖路","金湖路268號前","W","1","a",1669,"0.75"
"VSQYA00","金湖路","金湖路268號前","W","1","p",1876,"0.83"
"VSQYA00","金湖路","金湖路268號前","W","2","a",1822,"0.81"
"VSQYA00","金湖路","金湖路268號前","W","2","p",1800,"0.85"
"VSQYA00","金湖路","金湖路268號前","W","3","a",1566,"0.82"
"VSQYA00","金湖路","金湖路268號前","W","3","p",1830,"0.86"
"VSQYA00","金湖路","金湖路268號前","W","4","a",1591,"0.82"
"VSQYA00","金湖路","金湖路268號前","W","4","p",1806,"0.89"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","0","a",393,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","0","p",487,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","1","a",409,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","1","p",466,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","2","a",404,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","2","p",501,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","3","a",419,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","3","p",488,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","4","a",403,"0"
"V6140C0","麥帥二橋","麥二舊宗(內湖端a)","E","4","p",468,"0"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","0","a",2669,"0.25"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","0","p",2913,"0.37"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","1","a",2675,"0.26"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","1","p",2804,"0.33"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","2","a",2648,"0.26"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","2","p",2969,"0.41"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","3","a",2758,"0.27"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","3","p",2901,"0.35"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","4","a",2668,"0.26"
"V6140C1","麥帥二橋","麥二舊宗(內湖端b)","E","4","p",2852,"0.34"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","0","a",4764,"0.97"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","0","p",4349,"1"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","1","a",4824,"0.98"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","1","p",4230,"0.95"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","2","a",4832,"0.99"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","2","p",4409,"1"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","3","a",4861,"0.99"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","3","p",4375,"1"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","4","a",4748,"0.96"
"V6130C0","麥帥二橋","麥二舊宗(橋中段)","E","4","p",4191,"0.98"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","0","a",615.841106470588,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","0","a",1382.24495882353,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","0","a",554.256995823529,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","0","a",1244.02046294118,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","0","a",523.4649405,"0.75"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","0","a",1174.908215,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","0","a",691.122479411765,"0.75"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","0","a",307.920553235294,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","0","a",622.010231470588,"0.75"
"infiarkrh","瑞湖街","瑞湖街107號","N","0","a",307.920553235294,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","0","a",2576.82627030303,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","0","a",2111.23425575758,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","0","a",2319.14364327273,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","0","a",2111.23425575758,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","0","a",2087.22927894545,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","0","a",2087.22927894545,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","0","a",1878.50635105091,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","0","a",1878.50635105091,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","0","a",690.935973814042,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","0","a",1665.13018348303,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","0","a",677.117254337761,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","0","a",1698.43278715269,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","0","a",663.29853486148,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","0","a",1731.73539082235,"0.75"
"infiarkdhknt","東湖路","東湖路23號","E","0","a",552.748779051233,"0.75"
"infiarkdhknt","東湖路","東湖路23號","W","0","a",1332.10414678642,"0.95"
"infiarkdh","東湖路","東湖路115號","E","0","a",525.111340098672,"0.95"
"infiarkdh","東湖路","東湖路115號","W","0","a",1265.4989394471,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","1","a",580.916376969697,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","1","a",1340.0871969697,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","1","a",522.824739272727,"0.75"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","1","a",1206.07847727273,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","1","a",493.778920424242,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","1","a",1139.07411742424,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","1","a",670.043598484849,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","1","a",290.458188484849,"0.95"
